"",cancer,gene,cutoff_value
614,UVM,HSPG2,12.2924602985519
615,GBM,KERA,1.10689020265534
616,OV,KERA,2.07179633562366
617,LUAD,KERA,1.56352632606989
618,LUSC,KERA,1.37786149059518
619,UCEC,KERA,2.56298403977153
620,BLCA,KERA,1.72976962604409
621,TGCT,KERA,3.580276508748
622,ESCA,KERA,1.46143039623942
623,PAAD,KERA,2.25511844379674
624,SARC,KERA,3.64279868790784
625,BRCA,KERA,3.59157709055059
626,THYM,KERA,2.58216564331215
627,MESO,KERA,4.42957479969081
628,COAD,KERA,1.71255993412069
629,STAD,KERA,1.28604183109459
630,SKCM,KERA,0.818572855311198
631,CHOL,KERA,2.93271350012124
632,KIRC,KERA,2.31504240590878
633,THCA,KERA,1.66446186519607
634,HNSC,KERA,1.27439460257763
635,READ,KERA,1.9160813812198
636,UCS,KERA,5.22983752759199
637,ACC,KERA,3.79780687317284
638,GBM,LUM,10.5357511203133
639,OV,LUM,11.9955010247103
640,LUAD,LUM,12.7030634949446
641,LUSC,LUM,12.3867374048556
642,PRAD,LUM,11.2456414163772
643,UCEC,LUM,9.44379165925378
644,BLCA,LUM,11.1240888342997
645,TGCT,LUM,7.587001774849
646,ESCA,LUM,12.3565175694409
647,PAAD,LUM,11.8292434696276
648,KIRP,LUM,6.80110310898213
649,LIHC,LUM,8.15093685318254
650,CESC,LUM,9.28687412505433
651,SARC,LUM,11.8529734407338
652,BRCA,LUM,12.5501265114989
653,THYM,LUM,6.10868929433751
654,MESO,LUM,13.8058592305133
655,COAD,LUM,11.0140592834421
656,STAD,LUM,12.6520243274639
657,SKCM,LUM,8.93233282887739
658,CHOL,LUM,11.1711451550938
659,KIRC,LUM,8.34461419819277
660,THCA,LUM,7.59230257567929
661,HNSC,LUM,12.1485802467518
662,LAML,LUM,3.76777244611151
663,READ,LUM,12.0368762259656
664,LGG,LUM,5.6794122211696
665,DLBC,LUM,10.5665192106622
666,KICH,LUM,6.35151135513268
667,UCS,LUM,11.7808093730247
668,ACC,LUM,6.21787488352545
669,PCPG,LUM,7.02937694155582
670,UVM,LUM,4.0314585806914
671,GBM,NCAN,10.4331130519012
672,OV,NCAN,2.6620554937691
673,LUAD,NCAN,2.14266961831542
674,LUSC,NCAN,2.10666933662291
675,PRAD,NCAN,1.77610141628808
676,UCEC,NCAN,2.23581165941771
677,BLCA,NCAN,0.724506771948791
678,TGCT,NCAN,5.7018984061631
679,ESCA,NCAN,1.36509366849344
680,PAAD,NCAN,2.25897044085663
681,KIRP,NCAN,1.88972261229934
682,LIHC,NCAN,4.78985877887481
683,CESC,NCAN,1.52558351519836
684,SARC,NCAN,2.32606764986504
685,BRCA,NCAN,2.8258853175286
686,MESO,NCAN,1.62353397403158
687,STAD,NCAN,1.43297431464923
688,SKCM,NCAN,1.13023986281949
689,THCA,NCAN,2.1792357110173
690,HNSC,NCAN,1.60336669120928
691,LGG,NCAN,12.6681032612378
692,DLBC,NCAN,3.96579918448916
693,UCS,NCAN,4.47013176653762
694,ACC,NCAN,5.07267299126279
695,PCPG,NCAN,2.93762777804997
696,UVM,NCAN,3.74070974074802
697,GBM,OGN,6.74173993257037
698,OV,OGN,5.38111792215155
699,LUAD,OGN,5.20185068240074
700,LUSC,OGN,4.43337010177697
701,PRAD,OGN,8.20408420017988
702,UCEC,OGN,2.90685588558919
703,BLCA,OGN,2.81874059640805
704,TGCT,OGN,6.65967173857097
705,ESCA,OGN,4.39353266523583
706,PAAD,OGN,5.29100267163812
707,KIRP,OGN,1.99629700599605
708,LIHC,OGN,2.75749654314386
709,CESC,OGN,2.60269071202416
710,SARC,OGN,7.96819049132532
711,BRCA,OGN,5.99389665486956
712,THYM,OGN,5.32936617854949
713,MESO,OGN,8.69838277002374
714,COAD,OGN,2.73547699405364
715,STAD,OGN,7.19132632239637
716,SKCM,OGN,2.8653457849534
717,CHOL,OGN,3.90669672714241
718,KIRC,OGN,3.89465725513955
719,THCA,OGN,3.48867974477423
720,HNSC,OGN,3.03030027491002
721,READ,OGN,3.16862743827321
722,LGG,OGN,6.32823712182093
723,DLBC,OGN,3.2535017315737
724,KICH,OGN,4.35456153655918
725,UCS,OGN,6.27833982490058
726,ACC,OGN,2.4787128625761
727,PCPG,OGN,5.13391387934547
728,UVM,OGN,3.53887638716052
729,GBM,OMD,4.39785042473259
730,OV,OMD,4.03991599588349
731,LUAD,OMD,5.30433226864306
732,LUSC,OMD,4.75212144681775
733,PRAD,OMD,6.21391929737884
734,UCEC,OMD,1.4530785292805
735,BLCA,OMD,2.18396781229622
736,TGCT,OMD,4.06483135981745
737,ESCA,OMD,3.17204262165468
738,PAAD,OMD,4.61190732885094
739,KIRP,OMD,1.66261865849291
740,LIHC,OMD,2.03667128852986
741,CESC,OMD,2.33177176469739
742,SARC,OMD,5.50998337424196
743,BRCA,OMD,5.5947275507361
744,THYM,OMD,4.69327516900169
745,MESO,OMD,4.67842372181743
746,COAD,OMD,1.64993223401656
747,STAD,OMD,4.66591517196763
748,SKCM,OMD,2.20646746024386
749,CHOL,OMD,2.86568839111613
750,KIRC,OMD,3.99696432198695
751,THCA,OMD,4.19102694232257
752,HNSC,OMD,4.86957121466842
753,LAML,OMD,3.25661891962316
754,READ,OMD,1.80007906652989
755,LGG,OMD,3.97378212496227
756,DLBC,OMD,1.50750715329586
757,KICH,OMD,3.50479355353497
758,UCS,OMD,2.24694692397729
759,ACC,OMD,3.24540097353385
760,PCPG,OMD,3.67862861651418
761,UVM,OMD,1.44298791148263
762,GBM,PODN,7.56738349998954
763,OV,PODN,7.37262521049107
764,LUAD,PODN,8.82838727919663
765,LUSC,PODN,7.83936768678231
766,PRAD,PODN,8.8012867938034
767,UCEC,PODN,6.54726264794376
768,BLCA,PODN,7.76942709468293
769,TGCT,PODN,8.87248596932537
770,ESCA,PODN,7.75168358827611
771,PAAD,PODN,8.80828185510051
772,KIRP,PODN,5.98086695656501
773,LIHC,PODN,6.23510928436927
774,CESC,PODN,6.26395406620432
775,SARC,PODN,8.37895317097937
776,BRCA,PODN,9.25558010409242
777,THYM,PODN,7.36722154850149
778,MESO,PODN,9.82095632385232
779,COAD,PODN,6.64106079759373
780,STAD,PODN,8.63066735897733
781,SKCM,PODN,6.86376675600754
782,CHOL,PODN,8.35431908900849
783,KIRC,PODN,6.76682357018289
784,THCA,PODN,5.95744643839837
785,HNSC,PODN,6.80953506131555
786,LAML,PODN,3.06809927418309
787,READ,PODN,8.2523568475101
788,LGG,PODN,8.70508995316889
789,DLBC,PODN,6.02066029604485
790,KICH,PODN,7.4174359004034
791,UCS,PODN,7.2189060056497
792,ACC,PODN,5.6462730272687
793,PCPG,PODN,5.63033218997231
794,UVM,PODN,6.88852265938454
795,GBM,PODNL1,6.31124961220491
796,OV,PODNL1,5.93867426502539
797,LUAD,PODNL1,7.37703643968248
798,LUSC,PODNL1,6.6673815753755
799,PRAD,PODNL1,5.3130672572041
800,UCEC,PODNL1,7.13372938977588
801,BLCA,PODNL1,6.33569532796487
802,TGCT,PODNL1,4.92923114902264
803,ESCA,PODNL1,5.95991780885686
804,PAAD,PODNL1,5.67441383267618
805,KIRP,PODNL1,3.12510476764469
806,LIHC,PODNL1,4.7202283429862
807,CESC,PODNL1,6.1905173004419
808,SARC,PODNL1,6.72581368742398
809,BRCA,PODNL1,6.13003404793531
810,THYM,PODNL1,5.16811430823839
811,MESO,PODNL1,7.21192825354475
812,COAD,PODNL1,6.42505571964875
813,STAD,PODNL1,5.80074118982421
814,SKCM,PODNL1,6.3004777039017
815,CHOL,PODNL1,5.90363135200783
816,KIRC,PODNL1,4.23045524883786
817,THCA,PODNL1,3.91067401737521
818,HNSC,PODNL1,7.00389673804886
819,READ,PODNL1,6.62084690777144
820,LGG,PODNL1,4.23123112245026
821,DLBC,PODNL1,4.53364587372347
822,KICH,PODNL1,5.73433107491611
823,UCS,PODNL1,7.0186716200109
824,ACC,PODNL1,4.48207755381645
825,PCPG,PODNL1,5.21513687302554
826,UVM,PODNL1,3.59977075391722
827,GBM,PRELP,10.3823245406223
828,OV,PRELP,9.34542511646178
829,LUAD,PRELP,8.9232027211131
830,LUSC,PRELP,7.75706782415245
831,PRAD,PRELP,9.43067458713845
832,UCEC,PRELP,7.69947450975234
833,BLCA,PRELP,7.36568146095779
834,TGCT,PRELP,9.22066058507519
835,ESCA,PRELP,7.62312986598778
836,PAAD,PRELP,9.22210968932093
837,KIRP,PRELP,8.48333680769645
838,LIHC,PRELP,7.10678061482167
839,CESC,PRELP,7.43304146407044
840,SARC,PRELP,8.03809170814655
841,BRCA,PRELP,9.37397004841555
842,THYM,PRELP,6.16739314169304
843,MESO,PRELP,7.7233811505955
844,COAD,PRELP,7.3395580672204
845,STAD,PRELP,8.49485341477345
846,SKCM,PRELP,8.11874342606737
847,CHOL,PRELP,8.69642283310367
848,KIRC,PRELP,8.10037282749616
849,THCA,PRELP,7.50448622378935
850,HNSC,PRELP,7.49446594937289
851,LAML,PRELP,2.06427088892239
852,READ,PRELP,7.9135531694606
853,LGG,PRELP,9.247160708598
854,DLBC,PRELP,6.92596345173204
855,KICH,PRELP,5.90042749807799
856,UCS,PRELP,8.10426164145896
857,ACC,PRELP,6.32148894651353
858,PCPG,PRELP,8.50170131985055
859,UVM,PRELP,9.14293424923404
860,GBM,PTPRZ1,13.1921613766964
861,OV,PTPRZ1,2.23285343719039
862,LUAD,PTPRZ1,5.79987246825749
863,LUSC,PTPRZ1,8.29281224221358
864,PRAD,PTPRZ1,6.20502416941961
865,UCEC,PTPRZ1,3.55292049438416
866,BLCA,PTPRZ1,3.68479232604751
867,TGCT,PTPRZ1,5.36066267131285
868,ESCA,PTPRZ1,8.46462164686987
869,PAAD,PTPRZ1,4.44555769520948
870,KIRP,PTPRZ1,2.60389153976164
871,LIHC,PTPRZ1,2.79300966210898
872,CESC,PTPRZ1,7.4535301354371
873,SARC,PTPRZ1,3.10602675508498
874,BRCA,PTPRZ1,3.00103176836603
875,THYM,PTPRZ1,4.35004534191012
876,MESO,PTPRZ1,4.26934705581077
877,COAD,PTPRZ1,2.75851078280563
878,STAD,PTPRZ1,4.33564736578703
879,SKCM,PTPRZ1,7.74979843203544
880,CHOL,PTPRZ1,4.90732787625506
881,KIRC,PTPRZ1,1.49621649102761
882,THCA,PTPRZ1,1.19563533499285
883,HNSC,PTPRZ1,9.8754788185037
884,READ,PTPRZ1,1.39031451882858
885,LGG,PTPRZ1,14.9488045946694
886,DLBC,PTPRZ1,2.66708085953028
887,KICH,PTPRZ1,2.3085276245231
888,UCS,PTPRZ1,3.70978263581217
889,ACC,PTPRZ1,3.56979964304984
890,PCPG,PTPRZ1,4.59944647086255
891,UVM,PTPRZ1,6.69311688897729
892,GBM,SDC1,9.45096598433381
893,OV,SDC1,9.81632846929022
894,LUAD,SDC1,12.5632555960569
895,LUSC,SDC1,13.9989596290238
896,PRAD,SDC1,9.5283224273648
897,UCEC,SDC1,10.292625478292
898,BLCA,SDC1,13.7107003309512
899,TGCT,SDC1,10.203893314885
900,ESCA,SDC1,13.2141025617992
901,PAAD,SDC1,10.415630662656
902,KIRP,SDC1,12.4745040766559
903,LIHC,SDC1,12.1346856062791
904,CESC,SDC1,13.7850424391451
905,SARC,SDC1,9.21941148924852
906,BRCA,SDC1,11.2156407981156
907,THYM,SDC1,8.86546561911426
908,MESO,SDC1,9.6250084847693
909,STAD,SDC1,12.0841015057394
910,SKCM,SDC1,9.47460285364807
911,CHOL,SDC1,11.5391844960852
912,KIRC,SDC1,11.5317707719707
913,LAML,SDC1,5.71716547867803
914,LGG,SDC1,7.19116938236953
915,DLBC,SDC1,5.4622252045363
916,KICH,SDC1,11.6493211829312
917,UCS,SDC1,11.377573955376
918,ACC,SDC1,10.9270380778152
919,PCPG,SDC1,6.78174987998302
920,UVM,SDC1,8.39025830190284
921,GBM,SDC2,10.0842855557099
922,OV,SDC2,9.52476789367025
923,LUAD,SDC2,9.65145322496294
924,LUSC,SDC2,9.71511567143787
925,PRAD,SDC2,10.5897029629962
926,UCEC,SDC2,9.54117396387973
927,BLCA,SDC2,9.19188821560312
928,TGCT,SDC2,11.0320352531615
929,ESCA,SDC2,9.51154181608036
930,KIRP,SDC2,10.1725329614363
931,LIHC,SDC2,12.1952980592824
932,CESC,SDC2,8.46874867407664
933,SARC,SDC2,12.1358074829351
934,BRCA,SDC2,10.7209877862591
935,THYM,SDC2,8.95716968746664
936,MESO,SDC2,10.9651920551368
937,COAD,SDC2,8.6530887055449
938,STAD,SDC2,9.76605353247603
939,SKCM,SDC2,9.81994760622461
940,CHOL,SDC2,9.8099875426849
941,HNSC,SDC2,9.16547997746455
942,LAML,SDC2,2.36888169331839
943,READ,SDC2,9.01268491498197
944,LGG,SDC2,9.7961438424488
945,KICH,SDC2,10.7539476050239
946,UCS,SDC2,10.0459598534244
947,ACC,SDC2,9.28906312175004
948,PCPG,SDC2,10.2816216449726
949,UVM,SDC2,6.87179206651089
950,GBM,SDC3,13.039106191233
951,UCEC,SDC3,11.2861304752036
952,BLCA,SDC3,10.4125513526766
953,ESCA,SDC3,9.33901742082831
954,KIRP,SDC3,11.7322820190227
955,LIHC,SDC3,10.1301106565964
956,CESC,SDC3,10.2663700466662
957,SARC,SDC3,11.5026998908813
958,THYM,SDC3,11.5265643142966
959,STAD,SDC3,11.2830129809297
960,SKCM,SDC3,13.6576180935206
961,HNSC,SDC3,9.64107755282495
962,LAML,SDC3,5.30477604026421
963,DLBC,SDC3,10.7065232123075
964,KICH,SDC3,10.9911711318662
965,UCS,SDC3,10.7593683389379
966,ACC,SDC3,13.0881662693489
967,PCPG,SDC3,12.1963509616704
968,GBM,SDC4,9.31872579574538
969,LUSC,SDC4,12.3292378004794
970,UCEC,SDC4,11.9868218745291
971,BLCA,SDC4,12.7291504443149
972,ESCA,SDC4,12.1700359020865
973,PAAD,SDC4,12.4669326447441
974,LIHC,SDC4,12.7267691459528
975,CESC,SDC4,11.6460602064886
976,SARC,SDC4,8.49459097848255
977,THYM,SDC4,9.07428712063421
978,MESO,SDC4,13.0141067171442
979,STAD,SDC4,12.7579708123018
980,SKCM,SDC4,10.5428354975439
981,CHOL,SDC4,11.4207361913613
982,THCA,SDC4,13.4380128146286
983,HNSC,SDC4,12.8293269195385
984,LAML,SDC4,4.61221685750385
985,LGG,SDC4,9.42075822734177
986,DLBC,SDC4,10.0577934523771
987,UCS,SDC4,10.7388645434654
988,ACC,SDC4,10.6939278456367
989,PCPG,SDC4,9.88244777753175
990,GBM,SPOCK1,9.12018585922493
991,OV,SPOCK1,6.24336838141198
992,LUAD,SPOCK1,7.07385924425199
993,LUSC,SPOCK1,7.16880190420341
994,PRAD,SPOCK1,12.3643569117126
995,UCEC,SPOCK1,8.45496593359126
996,BLCA,SPOCK1,7.15461598914648
997,TGCT,SPOCK1,8.46289448754738
998,ESCA,SPOCK1,6.97637347568657
999,PAAD,SPOCK1,7.80760469690585
1000,KIRP,SPOCK1,8.09264963596132
1001,LIHC,SPOCK1,5.55875028250445
1002,CESC,SPOCK1,6.84258408074098
1003,SARC,SPOCK1,10.3653149917774
1004,BRCA,SPOCK1,9.11638407135693
1005,THYM,SPOCK1,7.05280616596191
1006,MESO,SPOCK1,8.86038784036317
1007,COAD,SPOCK1,7.19210590739536
1008,STAD,SPOCK1,7.01129066599247
1009,SKCM,SPOCK1,7.95069760450126
1010,CHOL,SPOCK1,6.97850495058966
1011,KIRC,SPOCK1,8.83882129039289
1012,THCA,SPOCK1,8.17602229169084
1013,HNSC,SPOCK1,7.31124387143682
1014,LAML,SPOCK1,4.34123474483658
1015,READ,SPOCK1,7.05920772867739
1016,LGG,SPOCK1,10.2226408486432
1017,DLBC,SPOCK1,4.79999837820625
1018,KICH,SPOCK1,8.99258727121774
1019,UCS,SPOCK1,8.47402613161452
1020,ACC,SPOCK1,7.9733986667295
1021,PCPG,SPOCK1,11.3535626454579
1022,UVM,SPOCK1,7.2559552803529
1023,GBM,SPOCK2,10.180301941225
1024,OV,SPOCK2,11.7531101509164
1025,LUAD,SPOCK2,10.1719788679876
1026,LUSC,SPOCK2,11.3344815908804
1027,PRAD,SPOCK2,9.84610421610083
1028,UCEC,SPOCK2,10.8655772601181
1029,BLCA,SPOCK2,10.2513438643852
1030,TGCT,SPOCK2,10.0155218836595
1031,ESCA,SPOCK2,10.1828199834229
1032,PAAD,SPOCK2,10.9761729386649
1033,KIRP,SPOCK2,10.4533006765103
1034,LIHC,SPOCK2,8.4619724094417
1035,CESC,SPOCK2,10.5671100436734
1036,SARC,SPOCK2,9.86849343470092
1037,BRCA,SPOCK2,8.68914182478565
1038,THYM,SPOCK2,12.2894672707141
1039,MESO,SPOCK2,13.0331274877569
1040,COAD,SPOCK2,8.29221815372967
1041,STAD,SPOCK2,10.7399805026174
1042,SKCM,SPOCK2,8.90237486093329
1043,CHOL,SPOCK2,9.83684913295391
1044,KIRC,SPOCK2,10.8234795533629
1045,THCA,SPOCK2,11.3277629927995
1046,HNSC,SPOCK2,8.94082499054175
1047,LAML,SPOCK2,8.64129994679222
1048,READ,SPOCK2,8.32052043424804
1049,DLBC,SPOCK2,11.0547772849165
1050,KICH,SPOCK2,8.07684637264146
1051,UCS,SPOCK2,9.91987155448046
1052,ACC,SPOCK2,10.9089185383603
1053,PCPG,SPOCK2,12.9314555402937
1054,UVM,SPOCK2,8.01451850612734
1055,GBM,SPOCK3,6.17683512235313
1056,OV,SPOCK3,3.90677938909533
1057,LUAD,SPOCK3,2.44306701886837
1058,LUSC,SPOCK3,4.91920412648233
1059,PRAD,SPOCK3,8.31972962211633
1060,UCEC,SPOCK3,3.70094797625087
1061,BLCA,SPOCK3,4.4379611980997
1062,TGCT,SPOCK3,3.67010222169434
1063,ESCA,SPOCK3,2.40492571624187
1064,PAAD,SPOCK3,6.58100266904498
1065,KIRP,SPOCK3,2.34636543818763
1066,LIHC,SPOCK3,3.68828004508491
1067,CESC,SPOCK3,1.76832196494373
1068,SARC,SPOCK3,2.41396220589433
1069,BRCA,SPOCK3,2.08137180850224
1070,THYM,SPOCK3,4.46951827003556
1071,MESO,SPOCK3,2.78968584722559
1072,COAD,SPOCK3,1.66494821025319
1073,STAD,SPOCK3,3.53502256412979
1074,SKCM,SPOCK3,4.49291647003635
1075,CHOL,SPOCK3,2.9402853005556
1076,KIRC,SPOCK3,0.6769335105865
1077,THCA,SPOCK3,1.85139554266898
1078,HNSC,SPOCK3,2.73270259812158
1079,LAML,SPOCK3,3.64245555443136
1080,READ,SPOCK3,1.38041901117504
1081,LGG,SPOCK3,8.594100924409
1082,DLBC,SPOCK3,2.13181333664689
1083,UCS,SPOCK3,3.49396145237767
1084,ACC,SPOCK3,4.36879283441469
1085,PCPG,SPOCK3,10.4954167006454
1086,UVM,SPOCK3,3.38266137318589
1087,GBM,SRGN,11.2016805749725
1088,OV,SRGN,9.68672751926563
1089,LUAD,SRGN,11.1823077567177
1090,LUSC,SRGN,10.4299637126942
1091,PRAD,SRGN,9.28224681548732
1092,UCEC,SRGN,9.14896949451397
1093,BLCA,SRGN,9.67434533600283
1094,TGCT,SRGN,9.7466040678966
1095,ESCA,SRGN,9.75269922691856
1096,PAAD,SRGN,10.0002145963215
1097,KIRP,SRGN,8.39237550610702
1098,LIHC,SRGN,9.46254143972429
1099,CESC,SRGN,9.77555639626085
1100,SARC,SRGN,9.94015148412899
1101,BRCA,SRGN,9.86749526519942
1102,MESO,SRGN,11.6265264000565
1103,COAD,SRGN,8.96764663599133
1104,STAD,SRGN,10.1000376969019
1105,SKCM,SRGN,9.68066975857527
1106,CHOL,SRGN,9.41143346947226
1107,THCA,SRGN,9.68680760479229
1108,HNSC,SRGN,9.81756526873521
1109,LAML,SRGN,13.1423510322768
1110,READ,SRGN,9.23069140962205
1111,LGG,SRGN,10.3714462348465
1112,DLBC,SRGN,12.0264953409782
1113,KICH,SRGN,8.89739478795226
1114,UCS,SRGN,9.74137001251972
1115,ACC,SRGN,9.67942343233557
1116,PCPG,SRGN,9.42382670287245
1117,UVM,SRGN,8.51153631209456
1118,GBM,TGFBR3,8.72072704231335
1119,OV,TGFBR3,8.31190766291389
1120,LUAD,TGFBR3,7.77895536426793
1121,LUSC,TGFBR3,7.8150679644092
1122,PRAD,TGFBR3,8.34576422450956
1123,UCEC,TGFBR3,8.15161790038713
1124,BLCA,TGFBR3,9.04213969657979
1125,ESCA,TGFBR3,7.60368481455274
1126,PAAD,TGFBR3,7.953702281348
1127,KIRP,TGFBR3,9.22968057959617
1128,LIHC,TGFBR3,8.72477288556439
1129,CESC,TGFBR3,7.21346337304787
1130,SARC,TGFBR3,10.0835600719054
1131,BRCA,TGFBR3,9.03168639617631
1132,THYM,TGFBR3,7.81889994051337
1133,MESO,TGFBR3,8.15910111881394
1134,COAD,TGFBR3,6.15319897211712
1135,STAD,TGFBR3,8.22473831627574
1136,SKCM,TGFBR3,8.30286602127445
1137,CHOL,TGFBR3,7.90281934000518
1138,HNSC,TGFBR3,7.32301594366844
1139,LAML,TGFBR3,6.45187210734403
1140,READ,TGFBR3,8.40182818457681
1141,LGG,TGFBR3,8.85008332601567
1142,DLBC,TGFBR3,7.77013143115983
1143,KICH,TGFBR3,9.04758842481959
1144,UCS,TGFBR3,7.9476237780347
1145,ACC,TGFBR3,10.8988161898556
1146,PCPG,TGFBR3,8.52735198408598
1147,GBM,OPTC,1.83554882289639
1148,OV,OPTC,0.526772759535458
1149,TGCT,OPTC,0.886418839633159
1150,SARC,OPTC,1.46803678413853
1151,THYM,OPTC,1.82344054539632
1152,LGG,OPTC,0.96749656135556
1153,UVM,OPTC,5.23888888888889
1154,OV,TSKU,9.70969826158135
1155,LUAD,TSKU,10.2494863959916
1156,LUSC,TSKU,10.6947245720477
1157,UCEC,TSKU,10.9707809779556
1158,BLCA,TSKU,10.7184578386429
1159,ESCA,TSKU,10.5761963858091
1160,PAAD,TSKU,8.7735580110362
1161,KIRP,TSKU,10.5859952525099
1162,LIHC,TSKU,12.0718260547489
1163,SARC,TSKU,9.0297529982324
1164,BRCA,TSKU,10.65692688894
1165,THYM,TSKU,9.52617702604175
1166,MESO,TSKU,10.5682617339295
1167,SKCM,TSKU,8.63756994379496
1168,CHOL,TSKU,9.11176528222502
1169,KIRC,TSKU,10.0459736239592
1170,LAML,TSKU,2.97815306470219
1171,DLBC,TSKU,7.66507915578799
1172,KICH,TSKU,8.6440597779798
1173,ACC,TSKU,7.94781827904143
1174,PCPG,TSKU,7.08841144936512
1175,OV,VCAN,10.9173323352445
1176,LUAD,VCAN,9.36555257421636
1177,LUSC,VCAN,11.0494980091036
1178,PRAD,VCAN,9.07381480972276
1179,UCEC,VCAN,10.2270267321457
1180,BLCA,VCAN,9.87727797752284
1181,TGCT,VCAN,10.4904035778802
1182,ESCA,VCAN,12.0734712281751
1183,PAAD,VCAN,11.3039757227673
1184,KIRP,VCAN,10.972596377884
1185,LIHC,VCAN,7.9279211462625
1186,CESC,VCAN,9.1819179499188
1187,SARC,VCAN,10.7270548501448
1188,BRCA,VCAN,11.2442177768041
1189,THYM,VCAN,9.08270756538711
1190,MESO,VCAN,12.316340226317
1191,COAD,VCAN,10.6184322797191
1192,STAD,VCAN,11.2774112769028
1193,SKCM,VCAN,10.4360558470285
1194,CHOL,VCAN,9.64338690324603
1195,KIRC,VCAN,12.3133578768387
1196,THCA,VCAN,8.67469064287604
1197,HNSC,VCAN,10.6010450775468
1198,LAML,VCAN,12.9935989209136
1199,READ,VCAN,10.6919251457405
1200,LGG,VCAN,11.6254217460467
1201,DLBC,VCAN,8.00325458346751
1202,KICH,VCAN,9.18716240588629
1203,UCS,VCAN,10.8715094844929
1204,ACC,VCAN,8.94759127180273
1205,PCPG,VCAN,8.82120972053735
1206,UVM,VCAN,5.50435139264051
1207,TGCT,NYX,2.67509888975494
1208,KIRP,NYX,2.49013395479561
1209,THYM,NYX,1.93448748482784
1210,SKCM,NYX,1.92044281409458
1211,KIRC,NYX,2.56338499173082
1212,DLBC,NYX,1.05643880933159
1213,UVM,NYX,2.31062769632625
